id,book_image_url,url_shape
26,https://images.gr-assets.com/books/1396834636l/20721930.jpg,"(1, 1)"
27,https://images.gr-assets.com/books/1333521015l/13566655.jpg,"(475, 295, 3)"
28,https://images.gr-assets.com/books/1365463536l/15981709.jpg,"(180, 114, 3)"
29,https://images.gr-assets.com/books/1394037157l/20872079.jpg,"(449, 318, 3)"
30,https://images.gr-assets.com/books/1374504047l/18221285.jpg,"(400, 261, 3)"
31,https://images.gr-assets.com/books/1266650137l/809635.jpg,"(469, 318, 3)"
32,https://images.gr-assets.com/books/1371520921l/18078028.jpg,"(287, 200, 3)"
33,https://images.gr-assets.com/books/1179652398l/942335.jpg,"(475, 304, 3)"
34,https://images.gr-assets.com/books/1388235607l/6620129.jpg,"(475, 300, 3)"
35,https://images.gr-assets.com/books/1374733729l/17372897.jpg,"(140, 97, 3)"
36,https://images.gr-assets.com/books/1328836347l/11982396.jpg,"(444, 318, 3)"
37,https://images.gr-assets.com/books/1442677716l/176867.jpg,"(475, 316, 3)"
38,https://images.gr-assets.com/books/1258850161l/6650487.jpg,"(475, 295, 3)"
39,https://images.gr-assets.com/books/1406549980l/22092769.jpg,"(437, 300, 3)"
40,https://images.gr-assets.com/books/1407877778l/51877.jpg,"(475, 272, 3)"
41,https://images.gr-assets.com/books/1415953380l/20342493.jpg,"(400, 267, 3)"
42,https://images.gr-assets.com/books/1387717747l/1557358.jpg,"(475, 286, 3)"
43,https://images.gr-assets.com/books/1435905080l/61881.jpg,"(400, 259, 3)"
44,https://images.gr-assets.com/books/1319719058l/3607394.jpg,"(475, 310, 3)"
45,https://images.gr-assets.com/books/1340140993l/14427023.jpg,"(467, 318, 3)"
46,https://images.gr-assets.com/books/1500208576l/15832573.jpg,"(475, 314, 3)"
47,https://images.gr-assets.com/books/1476558396l/32327701.jpg,"(475, 302, 3)"
48,https://images.gr-assets.com/books/1451485698l/11056011.jpg,"(475, 317, 3)"
49,https://images.gr-assets.com/books/1394309954l/21325281.jpg,"(475, 314, 3)"
50,https://images.gr-assets.com/books/1421010630l/129264.jpg,"(215, 141, 3)"
51,https://images.gr-assets.com/books/1441946764l/8705637.jpg,"(260, 185, 3)"
52,https://images.gr-assets.com/books/1327472384l/7942786.jpg,"(475, 314, 3)"
53,https://images.gr-assets.com/books/1407371941l/22881433.jpg,"(400, 256, 3)"
54,https://images.gr-assets.com/books/1328855107l/1845839.jpg,"(475, 316, 3)"
55,https://images.gr-assets.com/books/1328838688l/8253491.jpg,"(475, 290, 3)"
56,https://images.gr-assets.com/books/1394039455l/19286674.jpg,"(400, 255, 3)"
57,https://images.gr-assets.com/books/1348746676l/3039234.jpg,"(180, 116, 3)"
58,https://images.gr-assets.com/books/1328102845l/6440677.jpg,"(400, 285, 3)"
59,https://images.gr-assets.com/books/1463752291l/30239970.jpg,"(475, 314, 3)"
60,https://images.gr-assets.com/books/1415581652l/905885.jpg,"(475, 314, 3)"
61,https://images.gr-assets.com/books/1373298995l/18169955.jpg,"(475, 306, 3)"
62,,
63,https://images.gr-assets.com/books/1316636585l/348468.jpg,"(475, 317, 3)"
64,https://images.gr-assets.com/books/1500389927l/35699780.jpg,"(197, 140, 3)"
65,https://images.gr-assets.com/books/1417407625l/2181710.jpg,"(475, 288, 3)"
66,https://images.gr-assets.com/books/1403192694l/541024.jpg,"(475, 315, 3)"
67,https://images.gr-assets.com/books/1486921647l/34234639.jpg,"(475, 308, 3)"
68,https://images.gr-assets.com/books/1387664252l/241385.jpg,"(475, 303, 3)"
69,https://images.gr-assets.com/books/1347296353l/9529.jpg,"(424, 318, 3)"
70,https://images.gr-assets.com/books/1387818374l/20262067.jpg,"(475, 300, 3)"
71,https://images.gr-assets.com/books/1355080716l/64179.jpg,"(475, 303, 3)"
72,https://images.gr-assets.com/books/1421292744l/18813642.jpg,"(468, 318, 3)"
73,https://images.gr-assets.com/books/1436264886l/23807578.jpg,"(475, 317, 3)"
74,https://images.gr-assets.com/books/1425016018l/26175.jpg,"(475, 311, 3)"
75,https://images.gr-assets.com/books/1386115058l/19166216.jpg,"(450, 291, 3)"
76,https://images.gr-assets.com/books/1388228329l/435214.jpg,"(400, 260, 3)"
77,https://images.gr-assets.com/books/1316636165l/149505.jpg,"(475, 295, 3)"
78,https://images.gr-assets.com/books/1394567944l/20980665.jpg,"(475, 305, 3)"
79,https://images.gr-assets.com/books/1328835455l/7069333.jpg,"(500, 302, 3)"
80,https://images.gr-assets.com/books/1453606814l/28684451.jpg,"(128, 149, 3)"
81,https://images.gr-assets.com/books/1429427831l/24806268.jpg,"(475, 310, 3)"
82,https://images.gr-assets.com/books/1387736152l/1314537.jpg,"(475, 317, 3)"
83,https://images.gr-assets.com/books/1477567905l/22303684.jpg,"(475, 299, 3)"
84,https://images.gr-assets.com/books/1407773061l/22895723.jpg,"(475, 307, 3)"
85,https://images.gr-assets.com/books/1327700857l/1460064.jpg,"(475, 315, 3)"
86,https://images.gr-assets.com/books/1348560821l/134361.jpg,"(400, 265, 3)"
87,https://images.gr-assets.com/books/1437108779l/637357.jpg,"(475, 277, 3)"
88,https://images.gr-assets.com/books/1431256217l/146219.jpg,"(475, 310, 3)"
89,,
90,https://images.gr-assets.com/books/1387665206l/839503.jpg,"(475, 318, 3)"
91,https://images.gr-assets.com/books/1431553764l/21094993.jpg,"(475, 318, 3)"
92,https://images.gr-assets.com/books/1288646380l/9538688.jpg,"(427, 300, 3)"
93,https://images.gr-assets.com/books/1168047787l/29896.jpg,"(445, 318, 3)"
94,https://images.gr-assets.com/books/1348646043l/2785725.jpg,"(322, 200, 3)"
95,https://images.gr-assets.com/books/1378799872l/18478373.jpg,"(475, 311, 3)"
96,https://images.gr-assets.com/books/1325880395l/13326422.jpg,"(475, 311, 3)"
97,https://images.gr-assets.com/books/1312059307l/1534528.jpg,"(400, 267, 3)"
98,https://images.gr-assets.com/books/1332487566l/4369839.jpg,"(475, 310, 3)"
99,https://images.gr-assets.com/books/1378712479l/18468370.jpg,"(475, 309, 3)"
100,https://images.gr-assets.com/books/1317852963l/6288940.jpg,"(475, 308, 3)"
101,https://images.gr-assets.com/books/1187176667l/1705871.jpg,"(450, 300, 3)"
102,https://images.gr-assets.com/books/1386924543l/51315.jpg,"(277, 185, 3)"
103,https://images.gr-assets.com/books/1406945031l/626686.jpg,"(400, 258, 3)"
104,https://images.gr-assets.com/books/1396480937l/21840306.jpg,"(420, 246, 3)"
105,https://images.gr-assets.com/books/1348973119l/1542592.jpg,"(400, 259, 3)"
106,https://images.gr-assets.com/books/1351024669l/363397.jpg,"(400, 263, 3)"
107,https://images.gr-assets.com/books/1348709605l/7680536.jpg,"(80, 59, 3)"
108,https://images.gr-assets.com/books/1280752591l/7959424.jpg,"(218, 143, 3)"
109,https://images.gr-assets.com/books/1355087770l/15861292.jpg,"(475, 314, 3)"
110,https://images.gr-assets.com/books/1318067961l/12824455.jpg,"(475, 291, 3)"
111,,
112,https://images.gr-assets.com/books/1388291947l/379701.jpg,"(140, 90, 3)"
113,https://images.gr-assets.com/books/1348816285l/826034.jpg,"(475, 315, 3)"
114,https://images.gr-assets.com/books/1348694940l/8983685.jpg,"(475, 299, 3)"
115,https://images.gr-assets.com/books/1181507690l/1159948.jpg,"(400, 267, 3)"
116,https://images.gr-assets.com/books/1511803523l/2484198.jpg,"(475, 297, 3)"
117,https://images.gr-assets.com/books/1407955501l/22913073.jpg,"(400, 290, 3)"
118,https://images.gr-assets.com/books/1251472401l/6772065.jpg,"(465, 318, 3)"
119,https://images.gr-assets.com/books/1309203185l/141624.jpg,"(475, 310, 3)"
120,https://images.gr-assets.com/books/1316037714l/162923.jpg,"(251, 164, 3)"
121,https://images.gr-assets.com/books/1474589149l/23123246.jpg,"(400, 264, 3)"
122,https://images.gr-assets.com/books/1393620367l/19824385.jpg,"(475, 318, 3)"
123,https://images.gr-assets.com/books/1176736321l/648165.jpg,"(140, 90, 3)"
124,https://images.gr-assets.com/books/1365501982l/17412093.jpg,"(475, 295, 3)"
125,https://images.gr-assets.com/books/1386922958l/216175.jpg,"(315, 220, 3)"
126,https://images.gr-assets.com/books/1348602044l/11245.jpg,"(500, 333, 3)"
127,https://images.gr-assets.com/books/1454545712l/28929184.jpg,"(400, 250, 3)"
128,https://images.gr-assets.com/books/1348276791l/104790.jpg,"(475, 296, 3)"
129,https://images.gr-assets.com/books/1455764775l/223634.jpg,"(475, 298, 3)"
130,https://images.gr-assets.com/books/1348045393l/1269079.jpg,"(400, 248, 3)"
131,https://images.gr-assets.com/books/1182826441l/1334790.jpg,"(400, 267, 3)"
132,https://images.gr-assets.com/books/1266712823l/2300985.jpg,"(400, 267, 3)"
133,https://images.gr-assets.com/books/1395143293l/116343.jpg,"(262, 183, 3)"
134,https://images.gr-assets.com/books/1348243880l/664326.jpg,"(475, 295, 3)"
135,https://images.gr-assets.com/books/1355127487l/511226.jpg,"(475, 288, 3)"
136,https://images.gr-assets.com/books/1415582837l/17465467.jpg,"(240, 240, 3)"
137,https://images.gr-assets.com/books/1347708520l/11231128.jpg,"(475, 297, 3)"
138,https://images.gr-assets.com/books/1388202067l/1258027.jpg,"(475, 316, 3)"
139,https://images.gr-assets.com/books/1490033646l/63169.jpg,"(463, 300, 3)"
140,https://images.gr-assets.com/books/1332821917l/226075.jpg,"(475, 309, 3)"
141,https://images.gr-assets.com/books/1335739234l/6627943.jpg,"(475, 318, 3)"
142,https://images.gr-assets.com/books/1408925019l/1840480.jpg,"(475, 312, 3)"
143,https://images.gr-assets.com/books/1223663315l/525929.jpg,"(433, 318, 3)"
144,https://images.gr-assets.com/books/1455458671l/29093183.jpg,"(475, 319, 3)"
145,https://images.gr-assets.com/books/1348386471l/7015318.jpg,"(475, 317, 3)"
146,https://images.gr-assets.com/books/1388197928l/20326998.jpg,"(400, 263, 3)"
147,https://images.gr-assets.com/books/1316125646l/1799478.jpg,"(475, 314, 3)"
148,https://images.gr-assets.com/books/1463774226l/29997841.jpg,"(400, 263, 3)"
149,https://images.gr-assets.com/books/1453728818l/3639113.jpg,"(400, 270, 3)"
150,https://images.gr-assets.com/books/1378560638l/17348129.jpg,"(475, 315, 3)"
151,,
152,https://images.gr-assets.com/books/1442851756l/116478.jpg,"(475, 317, 3)"
153,https://images.gr-assets.com/books/1347286485l/116470.jpg,"(400, 248, 3)"
154,https://images.gr-assets.com/books/1216933086l/1881973.jpg,"(475, 306, 3)"
155,https://images.gr-assets.com/books/1175662059l/544359.jpg,"(475, 302, 3)"
156,https://images.gr-assets.com/books/1309285839l/1349495.jpg,"(400, 259, 3)"
157,https://images.gr-assets.com/books/1411166454l/23252411.jpg,"(475, 317, 3)"
158,https://images.gr-assets.com/books/1442390595l/13347796.jpg,"(400, 267, 3)"
159,https://images.gr-assets.com/books/1517328945l/31076583.jpg,"(400, 271, 3)"
160,https://images.gr-assets.com/books/1388560076l/254947.jpg,"(475, 317, 3)"
161,,
162,https://images.gr-assets.com/books/1371447851l/18056159.jpg,"(193, 127, 3)"
163,https://images.gr-assets.com/books/1414351487l/23398748.jpg,"(450, 303, 3)"
164,https://images.gr-assets.com/books/1328319028l/12799058.jpg,"(475, 295, 3)"
165,https://images.gr-assets.com/books/1349760964l/16076551.jpg,"(475, 295, 3)"
166,https://images.gr-assets.com/books/1425326560l/25056379.jpg,"(400, 268, 3)"
167,https://images.gr-assets.com/books/1281043919l/8766710.jpg,"(400, 254, 3)"
168,https://images.gr-assets.com/books/1320410710l/348537.jpg,"(475, 308, 3)"
169,https://images.gr-assets.com/books/1464361740l/30038855.jpg,"(400, 266, 3)"
170,https://images.gr-assets.com/books/1385097379l/35811.jpg,"(400, 267, 3)"
171,https://images.gr-assets.com/books/1347457489l/303580.jpg,"(475, 291, 3)"
172,https://images.gr-assets.com/books/1389051351l/77618.jpg,"(475, 316, 3)"
173,https://images.gr-assets.com/books/1409049122l/19777989.jpg,"(400, 267, 3)"
174,https://images.gr-assets.com/books/1347510759l/699484.jpg,"(475, 314, 3)"
175,https://images.gr-assets.com/books/1174496894l/407489.jpg,"(475, 293, 3)"
176,https://images.gr-assets.com/books/1358273477l/10048874.jpg,"(475, 313, 3)"
177,https://images.gr-assets.com/books/1465763454l/29896548.jpg,"(400, 260, 3)"
178,https://images.gr-assets.com/books/1441215848l/507069.jpg,"(400, 242, 3)"
179,https://images.gr-assets.com/books/1371432705l/13308775.jpg,"(1, 1)"
180,https://images.gr-assets.com/books/1348346055l/2429534.jpg,"(475, 314, 3)"
181,https://images.gr-assets.com/books/1313341090l/12365189.jpg,"(400, 263, 3)"
182,https://images.gr-assets.com/books/1328732450l/2479403.jpg,"(400, 258, 3)"
183,https://images.gr-assets.com/books/1401551564l/20644999.jpg,"(400, 267, 3)"
184,https://images.gr-assets.com/books/1410806057l/20697563.jpg,"(475, 317, 3)"
185,https://images.gr-assets.com/books/1347243283l/1036746.jpg,"(475, 315, 3)"
186,https://images.gr-assets.com/books/1436024156l/18529022.jpg,"(400, 258, 3)"
187,https://images.gr-assets.com/books/1328048262l/52663.jpg,"(344, 318, 3)"
188,https://images.gr-assets.com/books/1398788781l/22022939.jpg,"(446, 281, 3)"
189,https://images.gr-assets.com/books/1181569035l/1165749.jpg,"(475, 293, 3)"
190,https://images.gr-assets.com/books/1437202681l/9786641.jpg,"(475, 313, 3)"
191,https://images.gr-assets.com/books/1429180534l/25369153.jpg,"(320, 198, 3)"
192,https://images.gr-assets.com/books/1402725243l/22467610.jpg,"(475, 307, 3)"
193,https://images.gr-assets.com/books/1449997818l/27130571.jpg,"(400, 254, 3)"
194,https://images.gr-assets.com/books/1434972870l/392729.jpg,"(475, 314, 3)"
195,https://images.gr-assets.com/books/1309376827l/70101.jpg,"(400, 257, 3)"
196,https://images.gr-assets.com/books/1386914579l/218181.jpg,"(475, 316, 3)"
197,https://images.gr-assets.com/books/1348080069l/17375.jpg,"(200, 123, 3)"
198,https://images.gr-assets.com/books/1348278868l/684420.jpg,"(269, 170, 3)"
199,https://images.gr-assets.com/books/1328043881l/11881398.jpg,"(280, 180, 3)"
200,https://images.gr-assets.com/books/1409297867l/23122223.jpg,"(475, 304, 3)"
201,https://images.gr-assets.com/books/1348823999l/161806.jpg,"(475, 314, 3)"
202,https://images.gr-assets.com/books/1421837275l/22529434.jpg,"(472, 318, 3)"
203,https://images.gr-assets.com/books/1344484245l/13283620.jpg,"(400, 263, 3)"
204,https://images.gr-assets.com/books/1442561036l/79790.jpg,"(390, 318, 3)"
205,https://images.gr-assets.com/books/1348420616l/662564.jpg,"(430, 318, 3)"
206,https://images.gr-assets.com/books/1355932968l/6305171.jpg,"(475, 309, 3)"
207,https://images.gr-assets.com/books/1340905007l/11323300.jpg,"(475, 318, 3)"
208,https://images.gr-assets.com/books/1363922580l/17667354.jpg,"(475, 293, 3)"
209,https://images.gr-assets.com/books/1340802917l/12701409.jpg,"(475, 300, 3)"
210,https://images.gr-assets.com/books/1294949252l/10212167.jpg,"(391, 260, 3)"
211,https://images.gr-assets.com/books/1298403090l/10561315.jpg,"(475, 295, 3)"
212,https://images.gr-assets.com/books/1358307879l/17253180.jpg,"(445, 295, 3)"
213,https://images.gr-assets.com/books/1364241525l/17693017.jpg,"(400, 270, 3)"
214,https://images.gr-assets.com/books/1336135504l/13633609.jpg,"(362, 235, 3)"
215,https://images.gr-assets.com/books/1348995199l/178143.jpg,"(475, 292, 3)"
216,https://images.gr-assets.com/books/1357273069l/11341269.jpg,"(422, 318, 3)"
217,https://images.gr-assets.com/books/1386924183l/82882.jpg,"(400, 267, 3)"
218,https://images.gr-assets.com/books/1298460184l/179166.jpg,"(190, 116, 3)"
219,https://images.gr-assets.com/books/1387133997l/2904340.jpg,"(450, 318, 3)"
220,https://images.gr-assets.com/books/1392156095l/33737.jpg,"(328, 318, 3)"
221,https://images.gr-assets.com/books/1394764853l/21459155.jpg,"(475, 308, 3)"
222,https://images.gr-assets.com/books/1341262796l/12084278.jpg,"(475, 316, 3)"
223,https://images.gr-assets.com/books/1388421116l/108395.jpg,"(272, 200, 3)"
224,https://images.gr-assets.com/books/1354537265l/6939180.jpg,"(400, 276, 3)"
225,https://images.gr-assets.com/books/1387171918l/3637223.jpg,"(346, 222, 3)"
226,https://images.gr-assets.com/books/1309200646l/75493.jpg,"(475, 291, 3)"
227,https://images.gr-assets.com/books/1386925359l/37377.jpg,"(400, 263, 3)"
228,https://images.gr-assets.com/books/1498404105l/35513821.jpg,"(375, 300, 3)"
229,https://images.gr-assets.com/books/1426255519l/23909755.jpg,"(400, 258, 3)"
230,https://images.gr-assets.com/books/1327523278l/6599175.jpg,"(206, 139, 3)"
231,https://images.gr-assets.com/books/1429564932l/1247213.jpg,"(475, 309, 3)"
232,https://images.gr-assets.com/books/1275904617l/8409352.jpg,"(475, 314, 3)"
233,https://images.gr-assets.com/books/1388778158l/35335.jpg,"(475, 317, 3)"
234,,
235,https://images.gr-assets.com/books/1456438675l/975685.jpg,"(408, 318, 3)"
236,https://images.gr-assets.com/books/1327606105l/6678734.jpg,"(198, 150, 3)"
237,https://images.gr-assets.com/books/1337861852l/3564377.jpg,"(475, 302, 3)"
238,https://images.gr-assets.com/books/1332555705l/744322.jpg,"(475, 280, 3)"
239,https://images.gr-assets.com/books/1327972395l/655427.jpg,"(475, 314, 3)"
240,https://images.gr-assets.com/books/1350154343l/16072999.jpg,"(475, 315, 3)"
241,https://images.gr-assets.com/books/1434134682l/25716028.jpg,"(400, 280, 3)"
242,https://images.gr-assets.com/books/1442492196l/26619069.jpg,"(475, 296, 3)"
243,https://images.gr-assets.com/books/1349007428l/138558.jpg,"(200, 200, 3)"
244,https://images.gr-assets.com/books/1430942341l/18032.jpg,"(475, 312, 3)"
245,https://images.gr-assets.com/books/1348009106l/6971900.jpg,"(296, 219, 3)"
246,https://images.gr-assets.com/books/1328729081l/2419069.jpg,"(280, 183, 3)"
247,https://images.gr-assets.com/books/1395363370l/2913393.jpg,"(400, 279, 3)"
248,,
249,https://images.gr-assets.com/books/1311999898l/158818.jpg,"(475, 294, 3)"
250,https://images.gr-assets.com/books/1214774346l/42144.jpg,"(475, 305, 3)"
251,https://images.gr-assets.com/books/1344675776l/11923853.jpg,"(440, 318, 3)"
252,https://images.gr-assets.com/books/1405833638l/202292.jpg,"(450, 298, 3)"
253,https://images.gr-assets.com/books/1367478837l/17334191.jpg,"(475, 313, 3)"
254,https://images.gr-assets.com/books/1320562108l/7632310.jpg,"(448, 309, 3)"
255,https://images.gr-assets.com/books/1266656309l/6357825.jpg,"(400, 266, 3)"
256,https://images.gr-assets.com/books/1327473531l/2980509.jpg,"(475, 308, 3)"
257,https://images.gr-assets.com/books/1388875739l/169881.jpg,"(270, 186, 3)"
258,https://images.gr-assets.com/books/1321091752l/263731.jpg,"(475, 305, 3)"
259,https://images.gr-assets.com/books/1357555376l/2232799.jpg,"(316, 214, 3)"
260,https://images.gr-assets.com/books/1414166935l/625603.jpg,"(448, 288, 3)"
261,https://images.gr-assets.com/books/1311073760l/12071576.jpg,"(475, 317, 3)"
262,https://images.gr-assets.com/books/1348247010l/870910.jpg,"(461, 318, 3)"
263,https://images.gr-assets.com/books/1289134615l/9656636.jpg,"(475, 304, 3)"
264,https://images.gr-assets.com/books/1500995311l/28600081.jpg,"(300, 200, 3)"
265,https://images.gr-assets.com/books/1432278568l/22844208.jpg,"(475, 316, 3)"
266,https://images.gr-assets.com/books/1388633203l/1549209.jpg,"(475, 294, 3)"
267,https://images.gr-assets.com/books/1327173502l/13127703.jpg,"(475, 314, 3)"
268,https://images.gr-assets.com/books/1454333418l/10677560.jpg,"(430, 318)"
269,https://images.gr-assets.com/books/1327525482l/3596725.jpg,"(475, 316, 3)"
270,https://images.gr-assets.com/books/1325078455l/194676.jpg,"(300, 174, 3)"
271,https://images.gr-assets.com/books/1418258532l/5494888.jpg,"(318, 318, 3)"
272,https://images.gr-assets.com/books/1455538988l/29099795.jpg,"(475, 311, 3)"
273,https://images.gr-assets.com/books/1416017359l/30919.jpg,"(475, 314, 3)"
274,https://images.gr-assets.com/books/1312042306l/12213062.jpg,"(475, 317, 3)"
275,https://images.gr-assets.com/books/1320542409l/103627.jpg,"(475, 313, 3)"
276,https://images.gr-assets.com/books/1334228876l/4199710.jpg,"(475, 307, 3)"
277,https://images.gr-assets.com/books/1426178274l/22668844.jpg,"(394, 318, 3)"
278,https://images.gr-assets.com/books/1388274310l/199707.jpg,"(433, 300, 3)"
279,https://images.gr-assets.com/books/1347047569l/15995451.jpg,"(475, 295, 3)"
280,https://images.gr-assets.com/books/1328751422l/9331081.jpg,"(475, 304, 3)"
281,https://images.gr-assets.com/books/1328028916l/833060.jpg,"(475, 308, 3)"
282,https://images.gr-assets.com/books/1419975302l/24206820.jpg,"(473, 318, 3)"
283,https://images.gr-assets.com/books/1397766342l/18722894.jpg,"(398, 318, 3)"
284,https://images.gr-assets.com/books/1484615522l/33835745.jpg,"(427, 270, 3)"
285,https://images.gr-assets.com/books/1355950613l/17157183.jpg,"(475, 290, 3)"
286,https://images.gr-assets.com/books/1328366578l/9975463.jpg,"(318, 318, 3)"
287,https://images.gr-assets.com/books/1305409797l/7858034.jpg,"(475, 308, 3)"
288,https://images.gr-assets.com/books/1241641950l/6449827.jpg,"(445, 318, 3)"
289,https://images.gr-assets.com/books/1316729320l/92184.jpg,"(475, 317, 3)"
290,https://images.gr-assets.com/books/1394409559l/21411409.jpg,"(475, 312, 3)"
291,https://images.gr-assets.com/books/1231749577l/6089835.jpg,"(400, 267, 3)"
292,https://images.gr-assets.com/books/1357570852l/150555.jpg,"(475, 316, 3)"
293,https://images.gr-assets.com/books/1377308945l/18369691.jpg,"(308, 200, 3)"
294,https://images.gr-assets.com/books/1362097032l/17452010.jpg,"(475, 317, 3)"
295,https://images.gr-assets.com/books/1348827820l/443518.jpg,"(450, 291, 3)"
296,https://images.gr-assets.com/books/1417706768l/13549677.jpg,"(400, 230, 3)"
297,https://images.gr-assets.com/books/1419019357l/23591452.jpg,"(400, 264, 3)"
298,https://images.gr-assets.com/books/1462657819l/29405093.jpg,"(475, 314, 3)"
299,https://images.gr-assets.com/books/1370558540l/17999747.jpg,"(200, 126, 3)"
300,https://images.gr-assets.com/books/1347703955l/9174917.jpg,"(400, 269, 3)"
301,https://images.gr-assets.com/books/1314660105l/316138.jpg,"(475, 296, 3)"
302,https://images.gr-assets.com/books/1421139957l/20256737.jpg,"(387, 250, 3)"
303,https://images.gr-assets.com/books/1388188944l/344189.jpg,"(463, 318, 3)"
304,https://images.gr-assets.com/books/1349051351l/18463.jpg,"(475, 302, 3)"
305,https://images.gr-assets.com/books/1329256161l/6164068.jpg,"(384, 240, 3)"
306,https://images.gr-assets.com/books/1439143966l/25982806.jpg,"(475, 315, 3)"
307,https://images.gr-assets.com/books/1387740606l/443499.jpg,"(475, 316, 3)"
308,https://images.gr-assets.com/books/1405971629l/55227.jpg,"(450, 291, 3)"
309,https://images.gr-assets.com/books/1344269598l/454367.jpg,"(475, 314, 3)"
310,https://images.gr-assets.com/books/1387733350l/205014.jpg,"(475, 314, 3)"
311,https://images.gr-assets.com/books/1389984962l/240453.jpg,"(475, 317, 3)"
312,https://images.gr-assets.com/books/1320538850l/35750.jpg,"(276, 172, 3)"
313,https://images.gr-assets.com/books/1394990411l/954697.jpg,"(475, 318, 3)"
314,https://images.gr-assets.com/books/1451790312l/27864391.jpg,"(400, 266, 3)"
315,https://images.gr-assets.com/books/1345116788l/13628172.jpg,"(475, 304, 3)"
316,https://images.gr-assets.com/books/1448036482l/18221899.jpg,"(475, 316, 3)"
317,https://images.gr-assets.com/books/1320426982l/653297.jpg,"(475, 318, 3)"
318,https://images.gr-assets.com/books/1423673915l/24911809.jpg,"(475, 317, 3)"
319,https://images.gr-assets.com/books/1225876772l/5503184.jpg,"(150, 100, 3)"
320,https://images.gr-assets.com/books/1389829461l/16057621.jpg,"(160, 107, 3)"
321,https://images.gr-assets.com/books/1513021985l/36913511.jpg,"(400, 267, 3)"
322,https://images.gr-assets.com/books/1448854223l/28012675.jpg,"(475, 312, 3)"
323,https://images.gr-assets.com/books/1341471022l/15736534.jpg,"(475, 304, 3)"
324,https://images.gr-assets.com/books/1383555831l/18525657.jpg,"(400, 252, 3)"
325,https://images.gr-assets.com/books/1392782431l/6455548.jpg,"(475, 266, 3)"
326,https://images.gr-assets.com/books/1311276584l/7303068.jpg,"(475, 317, 3)"
327,https://images.gr-assets.com/books/1420471331l/24307444.jpg,"(454, 318, 4)"
328,https://images.gr-assets.com/books/1453000619l/17739407.jpg,"(280, 177, 3)"
329,https://images.gr-assets.com/books/1328830862l/858381.jpg,"(475, 297, 3)"
330,https://images.gr-assets.com/books/1418338943l/1309082.jpg,"(475, 301, 3)"
331,https://images.gr-assets.com/books/1437168310l/6528512.jpg,"(475, 317, 3)"
332,https://images.gr-assets.com/books/1320448230l/366427.jpg,"(475, 318, 3)"
333,https://images.gr-assets.com/books/1347661317l/397046.jpg,"(475, 307, 3)"
334,https://images.gr-assets.com/books/1348637402l/1122137.jpg,"(475, 306, 3)"
335,https://images.gr-assets.com/books/1332850433l/13562547.jpg,"(475, 307, 3)"
336,https://images.gr-assets.com/books/1358754701l/423797.jpg,"(475, 307, 3)"
337,https://images.gr-assets.com/books/1402766913l/22416496.jpg,"(379, 318, 3)"
338,https://images.gr-assets.com/books/1354208887l/287510.jpg,"(475, 317, 3)"
339,https://images.gr-assets.com/books/1266922492l/1901277.jpg,"(452, 318, 3)"
340,https://images.gr-assets.com/books/1404410898l/22350224.jpg,"(195, 130, 3)"
341,https://images.gr-assets.com/books/1440027960l/2233882.jpg,"(348, 231, 3)"
